seed,condition,A_TF,I,C_T,R_C,H_self,joint_maturity_product,joint_interaction,target_reliability,ethical_sensitivity,decision_accuracy,high_stakes_accuracy,long_term_trajectory_value,ethical_sense_reliability_realized,deep_path_activation_rate
11118,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7721428571428571,0.7810945273631841,0.545285714285722,0.8041044776119403,0.7657142857142857
11118,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8192857142857143,0.8307692307692308,0.6259285714285818,0.8777120315581854,0.7242857142857143
11118,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7864285714285715,0.802610114192496,0.5781071428571514,0.8549848942598187,0.7092857142857143
11118,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8421428571428572,0.8369565217391305,0.6502142857142998,0.873083475298126,0.8385714285714285
11118,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.6821428571428572,0.6907051282051282,0.3674999999999945,0.708256880733945,0.7785714285714286
11119,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8542857142857143,0.85553772070626,0.6867142857142994,0.9194139194139194,0.78
11119,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7257142857142858,0.7417763157894737,0.4693571428571454,0.7951002227171492,0.6414285714285715
11119,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7664285714285715,0.7694656488549618,0.5118214285714335,0.8044077134986226,0.7778571428571428
11119,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8028571428571428,0.8055987558320373,0.5888571428571511,0.8669354838709677,0.7085714285714285
11119,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8021428571428572,0.8043143297380585,0.585035714285724,0.8728728728728729,0.7135714285714285
11119,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.82,0.8330827067669173,0.620428571428584,0.8571428571428571,0.82
11119,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7064285714285714,0.7070063694267515,0.40428571428571136,0.7290909090909091,0.7857142857142857
11120,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8492857142857143,0.8619582664526485,0.6890000000000125,0.9274809160305344,0.7485714285714286
11120,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7364285714285714,0.7377300613496932,0.4585000000000008,0.7834394904458599,0.6728571428571428
11120,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7464285714285714,0.747457627118644,0.49585714285714727,0.7926136363636364,0.7542857142857143
11120,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7842857142857143,0.7881219903691814,0.5603214285714361,0.8496468213925328,0.7078571428571429
11120,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7978571428571428,0.8037383177570093,0.5815714285714373,0.8503937007874016,0.7257142857142858
11120,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8278571428571428,0.810064935064935,0.6193571428571548,0.8704663212435233,0.8271428571428572
11120,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7028571428571428,0.6846153846153846,0.37171428571428056,0.7220149253731343,0.7657142857142857
11121,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8692857142857143,0.8875838926174496,0.7355714285714429,0.931390977443609,0.76
11121,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7307142857142858,0.7251908396946565,0.4404642857142859,0.7896440129449838,0.6621428571428571
11121,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7571428571428571,0.7899022801302932,0.5360000000000098,0.810077519379845,0.7371428571428571
11121,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7885714285714286,0.7993527508090615,0.5755357142857226,0.8587064676616916,0.7178571428571429
11121,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8064285714285714,0.802710843373494,0.5823571428571513,0.8588007736943907,0.7385714285714285
11121,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.835,0.8438485804416404,0.6522500000000129,0.8694900605012964,0.8264285714285714
11121,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7242857142857143,0.7165605095541401,0.4314642857142859,0.7479147358665431,0.7707142857142857
11122,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8364285714285714,0.8349056603773585,0.6491071428571538,0.9205741626794258,0.7464285714285714
11122,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7135714285714285,0.7106060606060606,0.40771428571428486,0.7619047619047619,0.66
11122,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7678571428571429,0.7583333333333333,0.5226428571428624,0.801125703564728,0.7614285714285715
11122,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7914285714285715,0.789983844911147,0.570142857142866,0.8624497991967871,0.7114285714285714
11122,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.81,0.8378812199036918,0.6283928571428675,0.8746411483253589,0.7464285714285714
11122,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8457142857142858,0.86084142394822,0.6812857142857279,0.8874570446735395,0.8314285714285714
11122,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7071428571428572,0.7123076923076923,0.40167857142856794,0.7315936626281454,0.7664285714285715
11123,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8607142857142858,0.8432267884322678,0.6759285714285838,0.937381404174573,0.7528571428571429
11123,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7192857142857143,0.713166144200627,0.4252857142857137,0.7554824561403509,0.6514285714285715
11123,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7471428571428571,0.7606973058637084,0.4942857142857177,0.7778846153846154,0.7428571428571429
11123,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8057142857142857,0.7987421383647799,0.5868571428571507,0.8740079365079365,0.72
11123,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8021428571428572,0.7984251968503937,0.5847500000000064,0.8645294725956567,0.6907142857142857
11123,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8257142857142857,0.8174474959612278,0.6229285714285824,0.8618307426597582,0.8271428571428572
11123,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7078571428571429,0.7052980132450332,0.4146428571428548,0.7293577981651376,0.7785714285714286
11124,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8528571428571429,0.8390243902439024,0.6740000000000109,0.9341603053435115,0.7485714285714286
11124,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7528571428571429,0.7629513343799058,0.5033571428571472,0.7991543340380549,0.6757142857142857
11124,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7564285714285715,0.7649842271293376,0.5063214285714326,0.7938638542665388,0.745
11124,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8014285714285714,0.7977883096366508,0.5826785714285813,0.8706467661691543,0.7178571428571429
11124,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8235714285714286,0.8043818466353677,0.6092857142857245,0.888,0.7142857142857143
11124,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8392857142857143,0.8380952380952381,0.652857142857156,0.8771929824561403,0.8142857142857143
11124,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7128571428571429,0.705607476635514,0.4043214285714269,0.7386468952734013,0.7707142857142857
11125,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8571428571428571,0.83125,0.6660000000000118,0.935077519379845,0.7371428571428571
11125,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.76,0.7674418604651163,0.5111428571428622,0.8078512396694215,0.6914285714285714
11125,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7714285714285715,0.7698541329011345,0.5306071428571499,0.8071495766698025,0.7592857142857142
11125,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7978571428571428,0.8012519561815337,0.5803571428571526,0.8702970297029703,0.7214285714285714
11125,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8042857142857143,0.8044515103338633,0.5929285714285809,0.8787575150300602,0.7128571428571429
11125,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8321428571428572,0.8387622149837134,0.6497857142857255,0.87521815008726,0.8185714285714286
11125,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7107142857142857,0.7078651685393258,0.411714285714285,0.7454212454212454,0.78
11126,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.865,0.8452768729641694,0.6921785714285847,0.9422521655437921,0.7421428571428571
11126,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.74,0.7444794952681388,0.47478571428571725,0.7896405919661733,0.6757142857142857
11126,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7628571428571429,0.7758064516129032,0.5258571428571489,0.7946096654275093,0.7685714285714286
11126,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7892857142857143,0.7913322632423756,0.5673928571428661,0.8588351431391905,0.7235714285714285
11126,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8042857142857143,0.8094534711964549,0.5838571428571516,0.8695652173913043,0.7228571428571429
11126,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8321428571428572,0.8248772504091653,0.6377857142857268,0.8760757314974182,0.83
11126,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7135714285714285,0.7232,0.4291071428571427,0.7397129186602871,0.7464285714285714
11127,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8714285714285714,0.8659305993690851,0.711750000000014,0.945845004668534,0.765
11127,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7471428571428571,0.7532467532467533,0.49703571428571813,0.7973997833152763,0.6592857142857143
11127,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.77,0.7693498452012384,0.5200357142857207,0.8123195380173244,0.7421428571428571
11127,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.7892857142857143,0.8012924071082391,0.5781785714285796,0.8627648839556004,0.7078571428571429
11127,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8085714285714286,0.7969798657718121,0.5987500000000113,0.8618357487922705,0.7392857142857143
11127,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8278571428571428,0.8484848484848485,0.6505714285714416,0.8676975945017182,0.8314285714285714
11127,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7171428571428572,0.7124802527646129,0.417821428571428,0.7520435967302452,0.7864285714285715
11128,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.86,0.85625,0.6903571428571554,0.9327102803738317,0.7642857142857142
11128,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7192857142857143,0.7327188940092166,0.436607142857143,0.7507853403141361,0.6821428571428572
11128,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7685714285714286,0.7751572327044025,0.5269642857142909,0.8028708133971292,0.7464285714285714
11128,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8071428571428572,0.7869634340222575,0.579035714285724,0.8636806231742941,0.7335714285714285
11128,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.7985714285714286,0.7974068071312804,0.5836071428571507,0.8577036310107949,0.7278571428571429
11128,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8392857142857143,0.822289156626506,0.6293571428571543,0.8825561312607945,0.8271428571428572
11128,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7114285714285714,0.7375201288244766,0.44032142857142925,0.734827264239029,0.765
11129,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8535714285714285,0.843939393939394,0.6692142857142972,0.927063339731286,0.7442857142857143
11129,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7328571428571429,0.7274220032840722,0.461607142857145,0.7842931937172775,0.6821428571428572
11129,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7635714285714286,0.7784711388455539,0.5231785714285772,0.8087535680304472,0.7507142857142857
11129,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8107142857142857,0.8333333333333334,0.6238928571428682,0.8839556004036327,0.7078571428571429
11129,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8057142857142857,0.7967213114754098,0.5926785714285815,0.8587064676616916,0.7178571428571429
11129,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.8335714285714285,0.82642089093702,0.6310714285714416,0.8773913043478261,0.8214285714285714
11129,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7085714285714285,0.711864406779661,0.40282142857142594,0.7335800185013877,0.7721428571428571
11130,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8642857142857143,0.873581847649919,0.7150000000000135,0.9377358490566038,0.7571428571428571
11130,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.7457142857142857,0.7606060606060606,0.4865357142857166,0.7833511205976521,0.6692857142857143
11130,ablate_I,0.82,0.35,0.79,0.81,0.22,0.6779813102181979,0.41255162726777345,0.7953083192917405,0.8078750000000001,0.7614285714285715,0.7733537519142419,0.5123571428571482,0.7884250474383302,0.7528571428571429
11130,ablate_C_T,0.82,0.86,0.35,0.81,0.22,0.6895916496278887,0.5778778023881708,0.8668351739360516,0.759475,0.8092857142857143,0.819935691318328,0.613142857142867,0.8606719367588933,0.7228571428571429
11130,ablate_R_C,0.82,0.86,0.79,0.35,0.22,0.6861521182245927,0.5749954750722087,0.8650054808107543,0.769925,0.8164285714285714,0.8285256410256411,0.6275714285714394,0.876984126984127,0.72
11130,ablate_low_Hself,0.82,0.86,0.79,0.81,0.65,0.6913508348669833,0.5793519996185321,0.8677709901158405,0.8788250000000001,0.83,0.8471337579617835,0.6516785714285858,0.8716392020815265,0.8235714285714286
11130,single_superpower_A_TF,0.95,0.42,0.45,0.43,0.58,0.5037100675367299,0.3583897130523833,0.7411914916386123,0.82355,0.7192857142857143,0.7390599675850892,0.4510000000000032,0.746268656716418,0.7657142857142857
11131,full_D5,0.82,0.86,0.79,0.81,0.22,0.811528550296579,0.6800609251485332,0.9317007276157682,0.8078750000000001,0.8514285714285714,0.8603896103896104,0.6902500000000135,0.9226467847157502,0.7664285714285715
11131,ablate_A_TF,0.35,0.86,0.79,0.81,0.22,0.6844703526060364,0.3966505693351981,0.7897979025898697,0.7174,0.76,0.745398773006135,0.48853571428571707,0.8043704474505723,0.6864285714285714
